waveform	[0]		[1]		[2]		[3]	
t0	2015-03-12  09:46:10,650132		2015-03-12  09:46:10,650132		2015-03-12  09:38:16,929437		2015-03-12  09:38:16,929437	
delta t	8,000000E-8		8,000000E-8		0,000100		0,000100	

time[0]	Y[0]	time[1]	Y[1]	time[2]	Y[2]	time[3]	Y[3]
2015-03-12  09:54:04,305263	-4,957279E-1	2015-03-12  09:54:04,305263	-7,362391E-3
2015-03-12  09:54:04,305263	-4,789109E-1	2015-03-12  09:54:04,305263	-6,522723E-3
2015-03-12  09:54:04,305263	-4,873194E-1	2015-03-12  09:54:04,305263	-7,362391E-3
2015-03-12  09:54:04,305263	-4,873194E-1	2015-03-12  09:54:04,305263	-7,362391E-3
2015-03-12  09:54:04,305263	-4,873194E-1	2015-03-12  09:54:04,305263	-7,362391E-3
2015-03-12  09:54:04,305263	-4,873194E-1	2015-03-12  09:54:04,305263	-7,362391E-3
2015-03-12  09:54:04,305263	-4,873194E-1	2015-03-12  09:54:04,305263	-7,362391E-3
2015-03-12  09:54:04,305263	-4,873194E-1	2015-03-12  09:54:04,305263	-8,202059E-3
2015-03-12  09:54:04,305263	-4,873194E-1	2015-03-12  09:54:04,305263	-8,202059E-3
2015-03-12  09:54:04,305263	-4,957279E-1	2015-03-12  09:54:04,305263	-8,202059E-3
2015-03-12  09:54:04,305264	-4,873194E-1	2015-03-12  09:54:04,305264	-8,202059E-3
2015-03-12  09:54:04,305264	-4,873194E-1	2015-03-12  09:54:04,305264	-8,202059E-3
2015-03-12  09:54:04,305264	-4,873194E-1	2015-03-12  09:54:04,305264	-9,041727E-3
2015-03-12  09:54:04,305264	-4,873194E-1	2015-03-12  09:54:04,305264	-7,362391E-3
2015-03-12  09:54:04,305264	-4,873194E-1	2015-03-12  09:54:04,305264	-8,202059E-3
2015-03-12  09:54:04,305264	-4,873194E-1	2015-03-12  09:54:04,305264	-8,202059E-3
2015-03-12  09:54:04,305264	-4,873194E-1	2015-03-12  09:54:04,305264	-8,202059E-3
2015-03-12  09:54:04,305264	-4,873194E-1	2015-03-12  09:54:04,305264	-7,362391E-3
2015-03-12  09:54:04,305264	-4,789109E-1	2015-03-12  09:54:04,305264	-7,362391E-3
2015-03-12  09:54:04,305264	-4,873194E-1	2015-03-12  09:54:04,305264	-9,041727E-3
2015-03-12  09:54:04,305264	-4,957279E-1	2015-03-12  09:54:04,305264	-7,362391E-3
2015-03-12  09:54:04,305264	-4,873194E-1	2015-03-12  09:54:04,305264	-8,202059E-3
2015-03-12  09:54:04,305264	-4,873194E-1	2015-03-12  09:54:04,305264	-9,041727E-3
2015-03-12  09:54:04,305265	-4,873194E-1	2015-03-12  09:54:04,305265	-8,202059E-3
2015-03-12  09:54:04,305265	-4,957279E-1	2015-03-12  09:54:04,305265	-8,202059E-3
2015-03-12  09:54:04,305265	-4,873194E-1	2015-03-12  09:54:04,305265	-9,881394E-3
2015-03-12  09:54:04,305265	-4,873194E-1	2015-03-12  09:54:04,305265	-8,202059E-3
2015-03-12  09:54:04,305265	-4,789109E-1	2015-03-12  09:54:04,305265	-7,362391E-3
2015-03-12  09:54:04,305265	-4,789109E-1	2015-03-12  09:54:04,305265	-8,202059E-3
2015-03-12  09:54:04,305265	-4,873194E-1	2015-03-12  09:54:04,305265	-9,041727E-3
2015-03-12  09:54:04,305265	-4,873194E-1	2015-03-12  09:54:04,305265	-8,202059E-3
2015-03-12  09:54:04,305265	-4,873194E-1	2015-03-12  09:54:04,305265	-9,041727E-3
2015-03-12  09:54:04,305265	-4,789109E-1	2015-03-12  09:54:04,305265	-9,041727E-3
2015-03-12  09:54:04,305265	-4,873194E-1	2015-03-12  09:54:04,305265	-9,041727E-3
2015-03-12  09:54:04,305265	-4,789109E-1	2015-03-12  09:54:04,305265	-8,202059E-3
2015-03-12  09:54:04,305266	-4,873194E-1	2015-03-12  09:54:04,305266	-9,041727E-3
2015-03-12  09:54:04,305266	-4,789109E-1	2015-03-12  09:54:04,305266	-8,202059E-3
2015-03-12  09:54:04,305266	-4,789109E-1	2015-03-12  09:54:04,305266	-8,202059E-3
2015-03-12  09:54:04,305266	-4,873194E-1	2015-03-12  09:54:04,305266	-9,881394E-3
2015-03-12  09:54:04,305266	-4,873194E-1	2015-03-12  09:54:04,305266	-8,202059E-3
2015-03-12  09:54:04,305266	-4,789109E-1	2015-03-12  09:54:04,305266	-9,881394E-3
2015-03-12  09:54:04,305266	-4,873194E-1	2015-03-12  09:54:04,305266	-9,041727E-3
2015-03-12  09:54:04,305266	-4,957279E-1	2015-03-12  09:54:04,305266	-8,202059E-3
2015-03-12  09:54:04,305266	-4,873194E-1	2015-03-12  09:54:04,305266	-8,202059E-3
2015-03-12  09:54:04,305266	-4,873194E-1	2015-03-12  09:54:04,305266	-9,881394E-3
2015-03-12  09:54:04,305266	-4,789109E-1	2015-03-12  09:54:04,305266	-9,041727E-3
2015-03-12  09:54:04,305266	-4,789109E-1	2015-03-12  09:54:04,305266	-9,041727E-3
2015-03-12  09:54:04,305266	-4,873194E-1	2015-03-12  09:54:04,305266	-9,881394E-3
2015-03-12  09:54:04,305267	-4,873194E-1	2015-03-12  09:54:04,305267	-9,881394E-3
2015-03-12  09:54:04,305267	-4,789109E-1	2015-03-12  09:54:04,305267	-9,881394E-3
2015-03-12  09:54:04,305267	-4,873194E-1	2015-03-12  09:54:04,305267	-9,881394E-3
2015-03-12  09:54:04,305267	-4,873194E-1	2015-03-12  09:54:04,305267	-9,881394E-3
2015-03-12  09:54:04,305267	-4,957279E-1	2015-03-12  09:54:04,305267	-9,881394E-3
2015-03-12  09:54:04,305267	-4,873194E-1	2015-03-12  09:54:04,305267	-9,881394E-3
2015-03-12  09:54:04,305267	-4,873194E-1	2015-03-12  09:54:04,305267	-9,881394E-3
2015-03-12  09:54:04,305267	-4,873194E-1	2015-03-12  09:54:04,305267	-9,881394E-3
2015-03-12  09:54:04,305267	-4,873194E-1	2015-03-12  09:54:04,305267	-9,881394E-3
2015-03-12  09:54:04,305267	-4,873194E-1	2015-03-12  09:54:04,305267	-9,041727E-3
2015-03-12  09:54:04,305267	-4,873194E-1	2015-03-12  09:54:04,305267	-9,881394E-3
2015-03-12  09:54:04,305267	-4,873194E-1	2015-03-12  09:54:04,305267	-9,881394E-3
2015-03-12  09:54:04,305268	-4,873194E-1	2015-03-12  09:54:04,305268	-9,881394E-3
2015-03-12  09:54:04,305268	-4,873194E-1	2015-03-12  09:54:04,305268	-9,881394E-3
2015-03-12  09:54:04,305268	-4,873194E-1	2015-03-12  09:54:04,305268	-9,881394E-3
2015-03-12  09:54:04,305268	-4,873194E-1	2015-03-12  09:54:04,305268	-9,881394E-3
2015-03-12  09:54:04,305268	-4,873194E-1	2015-03-12  09:54:04,305268	-1,072106E-2
2015-03-12  09:54:04,305268	-4,873194E-1	2015-03-12  09:54:04,305268	-9,881394E-3
2015-03-12  09:54:04,305268	-4,873194E-1	2015-03-12  09:54:04,305268	-9,881394E-3
2015-03-12  09:54:04,305268	-4,789109E-1	2015-03-12  09:54:04,305268	-9,881394E-3
2015-03-12  09:54:04,305268	-4,789109E-1	2015-03-12  09:54:04,305268	-9,881394E-3
2015-03-12  09:54:04,305268	-4,789109E-1	2015-03-12  09:54:04,305268	-9,881394E-3
2015-03-12  09:54:04,305268	-4,789109E-1	2015-03-12  09:54:04,305268	-9,881394E-3
2015-03-12  09:54:04,305268	-4,789109E-1	2015-03-12  09:54:04,305268	-9,881394E-3
2015-03-12  09:54:04,305268	-4,873194E-1	2015-03-12  09:54:04,305268	-1,072106E-2
2015-03-12  09:54:04,305269	-4,873194E-1	2015-03-12  09:54:04,305269	-1,072106E-2
2015-03-12  09:54:04,305269	-4,789109E-1	2015-03-12  09:54:04,305269	-9,881394E-3
2015-03-12  09:54:04,305269	-4,873194E-1	2015-03-12  09:54:04,305269	-9,881394E-3
2015-03-12  09:54:04,305269	-4,957279E-1	2015-03-12  09:54:04,305269	-1,072106E-2
2015-03-12  09:54:04,305269	-4,873194E-1	2015-03-12  09:54:04,305269	-9,041727E-3
2015-03-12  09:54:04,305269	-4,789109E-1	2015-03-12  09:54:04,305269	-9,881394E-3
2015-03-12  09:54:04,305269	-4,789109E-1	2015-03-12  09:54:04,305269	-1,156073E-2
2015-03-12  09:54:04,305269	-4,873194E-1	2015-03-12  09:54:04,305269	-9,881394E-3
2015-03-12  09:54:04,305269	-4,873194E-1	2015-03-12  09:54:04,305269	-9,881394E-3
2015-03-12  09:54:04,305269	-4,789109E-1	2015-03-12  09:54:04,305269	-1,072106E-2
2015-03-12  09:54:04,305269	-4,789109E-1	2015-03-12  09:54:04,305269	-1,072106E-2
2015-03-12  09:54:04,305269	-4,873194E-1	2015-03-12  09:54:04,305269	-9,881394E-3
2015-03-12  09:54:04,305270	-4,789109E-1	2015-03-12  09:54:04,305270	-9,881394E-3
2015-03-12  09:54:04,305270	-4,789109E-1	2015-03-12  09:54:04,305270	-1,072106E-2
2015-03-12  09:54:04,305270	-4,789109E-1	2015-03-12  09:54:04,305270	-1,072106E-2
2015-03-12  09:54:04,305270	-4,789109E-1	2015-03-12  09:54:04,305270	-1,072106E-2
2015-03-12  09:54:04,305270	-4,789109E-1	2015-03-12  09:54:04,305270	-1,072106E-2
2015-03-12  09:54:04,305270	-4,789109E-1	2015-03-12  09:54:04,305270	-1,072106E-2
2015-03-12  09:54:04,305270	-4,789109E-1	2015-03-12  09:54:04,305270	-1,072106E-2
2015-03-12  09:54:04,305270	-4,789109E-1	2015-03-12  09:54:04,305270	-9,881394E-3
2015-03-12  09:54:04,305270	-4,873194E-1	2015-03-12  09:54:04,305270	-1,072106E-2
2015-03-12  09:54:04,305270	-4,789109E-1	2015-03-12  09:54:04,305270	-1,072106E-2
2015-03-12  09:54:04,305270	-4,957279E-1	2015-03-12  09:54:04,305270	-1,072106E-2
2015-03-12  09:54:04,305270	-4,873194E-1	2015-03-12  09:54:04,305270	-9,041727E-3
2015-03-12  09:54:04,305270	-4,789109E-1	2015-03-12  09:54:04,305270	-9,881394E-3
2015-03-12  09:54:04,305271	-4,789109E-1	2015-03-12  09:54:04,305271	-1,072106E-2
2015-03-12  09:54:04,305271	-4,873194E-1	2015-03-12  09:54:04,305271	-1,072106E-2
2015-03-12  09:54:04,305271	-4,873194E-1	2015-03-12  09:54:04,305271	-9,881394E-3
2015-03-12  09:54:04,305271	-4,789109E-1	2015-03-12  09:54:04,305271	-1,072106E-2
2015-03-12  09:54:04,305271	-4,873194E-1	2015-03-12  09:54:04,305271	-1,072106E-2
2015-03-12  09:54:04,305271	-4,873194E-1	2015-03-12  09:54:04,305271	-1,072106E-2
2015-03-12  09:54:04,305271	-4,789109E-1	2015-03-12  09:54:04,305271	-1,072106E-2
2015-03-12  09:54:04,305271	-4,873194E-1	2015-03-12  09:54:04,305271	-1,072106E-2
2015-03-12  09:54:04,305271	-4,873194E-1	2015-03-12  09:54:04,305271	-1,072106E-2
2015-03-12  09:54:04,305271	-4,873194E-1	2015-03-12  09:54:04,305271	-9,881394E-3
2015-03-12  09:54:04,305271	-4,873194E-1	2015-03-12  09:54:04,305271	-1,072106E-2
2015-03-12  09:54:04,305271	-4,873194E-1	2015-03-12  09:54:04,305271	-9,881394E-3
2015-03-12  09:54:04,305272	-4,873194E-1	2015-03-12  09:54:04,305272	-1,072106E-2
2015-03-12  09:54:04,305272	-4,789109E-1	2015-03-12  09:54:04,305272	-9,881394E-3
2015-03-12  09:54:04,305272	-4,873194E-1	2015-03-12  09:54:04,305272	-1,072106E-2
2015-03-12  09:54:04,305272	-4,873194E-1	2015-03-12  09:54:04,305272	-1,072106E-2
2015-03-12  09:54:04,305272	-4,957279E-1	2015-03-12  09:54:04,305272	-1,156073E-2
2015-03-12  09:54:04,305272	-4,873194E-1	2015-03-12  09:54:04,305272	-9,881394E-3
2015-03-12  09:54:04,305272	-4,789109E-1	2015-03-12  09:54:04,305272	-1,072106E-2
2015-03-12  09:54:04,305272	-4,873194E-1	2015-03-12  09:54:04,305272	-1,072106E-2
2015-03-12  09:54:04,305272	-4,873194E-1	2015-03-12  09:54:04,305272	-1,072106E-2
2015-03-12  09:54:04,305272	-4,873194E-1	2015-03-12  09:54:04,305272	-1,072106E-2
2015-03-12  09:54:04,305272	-4,789109E-1	2015-03-12  09:54:04,305272	-1,072106E-2
2015-03-12  09:54:04,305272	-4,873194E-1	2015-03-12  09:54:04,305272	-1,072106E-2
2015-03-12  09:54:04,305272	-4,873194E-1	2015-03-12  09:54:04,305272	-9,881394E-3
2015-03-12  09:54:04,305273	-4,873194E-1	2015-03-12  09:54:04,305273	-1,072106E-2
2015-03-12  09:54:04,305273	-4,873194E-1	2015-03-12  09:54:04,305273	-1,072106E-2
2015-03-12  09:54:04,305273	-4,873194E-1	2015-03-12  09:54:04,305273	-9,881394E-3
2015-03-12  09:54:04,305273	-4,873194E-1	2015-03-12  09:54:04,305273	-1,072106E-2
2015-03-12  09:54:04,305273	-4,873194E-1	2015-03-12  09:54:04,305273	-1,072106E-2
2015-03-12  09:54:04,305273	-4,957279E-1	2015-03-12  09:54:04,305273	-1,156073E-2
2015-03-12  09:54:04,305273	-4,873194E-1	2015-03-12  09:54:04,305273	-1,072106E-2
2015-03-12  09:54:04,305273	-4,873194E-1	2015-03-12  09:54:04,305273	-1,072106E-2
2015-03-12  09:54:04,305273	-4,873194E-1	2015-03-12  09:54:04,305273	-1,072106E-2
2015-03-12  09:54:04,305273	-4,789109E-1	2015-03-12  09:54:04,305273	-9,041727E-3
2015-03-12  09:54:04,305273	-4,873194E-1	2015-03-12  09:54:04,305273	-1,072106E-2
2015-03-12  09:54:04,305273	-4,873194E-1	2015-03-12  09:54:04,305273	-9,041727E-3
2015-03-12  09:54:04,305274	-4,789109E-1	2015-03-12  09:54:04,305274	-1,072106E-2
2015-03-12  09:54:04,305274	-4,873194E-1	2015-03-12  09:54:04,305274	-1,072106E-2
2015-03-12  09:54:04,305274	-4,873194E-1	2015-03-12  09:54:04,305274	-1,072106E-2
2015-03-12  09:54:04,305274	-4,789109E-1	2015-03-12  09:54:04,305274	-1,072106E-2
2015-03-12  09:54:04,305274	-4,873194E-1	2015-03-12  09:54:04,305274	-1,072106E-2
2015-03-12  09:54:04,305274	-4,873194E-1	2015-03-12  09:54:04,305274	-1,072106E-2
2015-03-12  09:54:04,305274	-4,873194E-1	2015-03-12  09:54:04,305274	-1,072106E-2
2015-03-12  09:54:04,305274	-4,873194E-1	2015-03-12  09:54:04,305274	-1,072106E-2
2015-03-12  09:54:04,305274	-4,873194E-1	2015-03-12  09:54:04,305274	-9,881394E-3
2015-03-12  09:54:04,305274	-4,789109E-1	2015-03-12  09:54:04,305274	-9,881394E-3
2015-03-12  09:54:04,305274	-4,873194E-1	2015-03-12  09:54:04,305274	-9,881394E-3
2015-03-12  09:54:04,305274	-4,873194E-1	2015-03-12  09:54:04,305274	-9,881394E-3
2015-03-12  09:54:04,305274	-4,873194E-1	2015-03-12  09:54:04,305274	-9,881394E-3
2015-03-12  09:54:04,305275	-4,957279E-1	2015-03-12  09:54:04,305275	-1,072106E-2
2015-03-12  09:54:04,305275	-4,789109E-1	2015-03-12  09:54:04,305275	-9,881394E-3
2015-03-12  09:54:04,305275	-4,789109E-1	2015-03-12  09:54:04,305275	-9,881394E-3
2015-03-12  09:54:04,305275	-4,789109E-1	2015-03-12  09:54:04,305275	-9,041727E-3
