2015-03-12	10:04
Amplitude: 1,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
10000,000            -22,339             85,619
10023,052            -22,284             85,591
10046,158            -22,228             85,562
10069,317            -22,171             85,533
10092,529            -22,115             85,504
10115,795            -22,058             85,474
10139,114            -22,001             85,444
10162,487            -21,943             85,414
10185,914            -21,885             85,383
10209,395            -21,827             85,352
10232,930            -21,768             85,321
10256,519            -21,709             85,289
10280,163            -21,650             85,256
10303,861            -21,590             85,224
10327,614            -21,530             85,190
10351,422            -21,470             85,157
10375,284            -21,409             85,123
10399,202            -21,348             85,088
10423,174            -21,287             85,053
10447,202            -21,225             85,018
10471,285            -21,162             84,982
10495,424            -21,100             84,945
10519,619            -21,037             84,908
10543,869            -20,973             84,871
10568,175            -20,909             84,833
10592,537            -20,845             84,794
10616,956            -20,780             84,755
10641,430            -20,715             84,716
10665,961            -20,649             84,675
10690,549            -20,583             84,635
10715,193            -20,516             84,593
10739,894            -20,449             84,551
10764,652            -20,382             84,508
10789,467            -20,314             84,465
10814,340            -20,245             84,421
10839,269            -20,176             84,377
10864,256            -20,107             84,331
10889,301            -20,037             84,285
10914,403            -19,966             84,239
10939,564            -19,895             84,191
10964,782            -19,824             84,143
10990,058            -19,752             84,094
11015,393            -19,679             84,044
11040,786            -19,606             83,993
11066,238            -19,532             83,942
11091,748            -19,458             83,890
11117,317            -19,383             83,837
11142,945            -19,307             83,783
11168,632            -19,231             83,728
11194,379            -19,154             83,672
11220,185            -19,077             83,615
11246,050            -18,999             83,557
11271,975            -18,920             83,498
11297,959            -18,841             83,438
11324,004            -18,761             83,377
11350,108            -18,680             83,315
11376,273            -18,599             83,252
11402,498            -18,517             83,187
11428,783            -18,434             83,122
11455,129            -18,350             83,055
11481,536            -18,266             82,987
11508,004            -18,181             82,917
11534,533            -18,095             82,846
11561,122            -18,008             82,774
11587,774            -17,920             82,701
11614,486            -17,832             82,626
11641,260            -17,743             82,549
11668,096            -17,653             82,471
11694,994            -17,562             82,391
11721,954            -17,470             82,310
11748,976            -17,377             82,227
11776,060            -17,283             82,142
11803,206            -17,189             82,055
11830,416            -17,093             81,967
11857,687            -16,997             81,876
11885,022            -16,899             81,784
11912,420            -16,800             81,689
11939,881            -16,700             81,593
11967,405            -16,600             81,494
11994,993            -16,498             81,392
12022,644            -16,394             81,289
12050,359            -16,290             81,183
12078,138            -16,185             81,074
12105,981            -16,078             80,963
12133,889            -15,970             80,849
12161,860            -15,861             80,732
12189,896            -15,750             80,613
12217,997            -15,639             80,490
12246,162            -15,525             80,364
12274,392            -15,411             80,235
12302,688            -15,295             80,102
12331,048            -15,177             79,966
12359,474            -15,058             79,826
12387,966            -14,937             79,682
12416,523            -14,815             79,534
12445,146            -14,691             79,382
12473,835            -14,566             79,226
12502,590            -14,439             79,065
12531,412            -14,310             78,899
12560,300            -14,179             78,728
12589,254            -14,046             78,552
12618,275            -13,911             78,371
12647,363            -13,775             78,184
12676,519            -13,636             77,991
12705,741            -13,495             77,792
12735,031            -13,352             77,586
12764,388            -13,207             77,373
12793,813            -13,060             77,153
12823,306            -12,910             76,926
12852,867            -12,757             76,690
12882,496            -12,603             76,447
12912,193            -12,445             76,194
12941,958            -12,285             75,932
12971,793            -12,122             75,660
13001,696            -11,956             75,377
13031,668            -11,788             75,084
