2015-03-12	09:34
Amplitude: 1,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
9999,983            -20,217             83,273
10233,000            -19,637             82,639
10471,232            -19,058             81,693
10715,239            -18,413             82,119
10964,833            -17,737             81,358
11220,202            -17,033             80,169
11481,531            -16,252             78,936
11749,007            -15,404             78,025
12022,629            -14,478             76,394
12302,771            -13,439             75,241
12589,246            -12,258             72,635
12882,426            -10,938             69,405
13182,499             -9,427             65,501
13489,649             -7,639             59,467
13803,877             -5,585             50,074
14125,369             -3,441             34,234
14454,313             -1,960              9,690
14791,079             -2,238            -17,550
15135,668             -3,953            -38,702
15488,081             -6,002            -52,497
15848,875             -7,966            -60,608
16218,051             -9,649            -66,606
16595,796            -11,111            -69,972
16982,481            -12,390            -72,914
17377,920            -13,543            -75,569
17782,860            -14,586            -76,498
18196,926            -15,480            -77,925
18620,864            -16,342            -79,807
19054,674            -17,118            -80,528
19498,356            -17,829            -81,155
19952,655            -18,539            -81,979
