2015-03-12	10:09
Amplitude: 1,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
9999,983            -13,097             75,142
10233,000            -12,542             74,733
10471,232            -11,984             73,118
10715,239            -11,392             71,789
10964,833            -10,785             70,297
11220,202            -10,089             69,239
11481,531             -9,379             67,204
11749,007             -8,599             65,345
12022,629             -7,789             62,720
12302,771             -6,918             59,831
12589,246             -5,970             55,942
12882,426             -4,971             51,201
13182,499             -3,948             45,190
13489,649             -2,900             37,625
13803,877             -1,947             28,225
14125,369             -1,148             16,689
14454,313             -0,750              3,607
14791,079             -0,884            -10,364
15135,668             -1,460            -22,546
15488,081             -2,364            -33,366
15848,875             -3,368            -42,307
16218,051             -4,387            -48,369
16595,796             -5,428            -54,439
16982,481             -6,403            -58,580
17377,920             -7,302            -61,691
17782,860             -8,150            -64,120
18196,926             -8,953            -67,078
18620,864             -9,696            -68,337
19054,674            -10,386            -70,984
19498,356            -11,052            -72,409
19952,655            -11,677            -73,145
