2015-03-12	09:39
Amplitude: 1,00 V
Freq  (Hz) 	 Gain (dB)  	 Phase (deg)
10000,000            -32,267             88,532
10023,052            -32,211             88,522
10046,158            -32,155             88,512
10069,317            -32,099             88,503
10092,529            -32,042             88,493
10115,795            -31,984             88,483
10139,114            -31,927             88,473
10162,487            -31,869             88,463
10185,914            -31,811             88,452
10209,395            -31,752             88,442
10232,930            -31,693             88,431
10256,519            -31,634             88,420
10280,163            -31,574             88,410
10303,861            -31,514             88,398
10327,614            -31,454             88,387
10351,422            -31,393             88,376
10375,284            -31,332             88,364
10399,202            -31,270             88,353
10423,174            -31,208             88,341
10447,202            -31,146             88,329
10471,285            -31,083             88,317
10495,424            -31,020             88,305
10519,619            -30,957             88,292
10543,869            -30,893             88,280
10568,175            -30,828             88,267
10592,537            -30,764             88,254
10616,956            -30,698             88,241
10641,430            -30,633             88,227
10665,961            -30,566             88,214
10690,549            -30,500             88,200
10715,193            -30,433             88,186
10739,894            -30,365             88,172
10764,652            -30,297             88,157
10789,467            -30,228             88,143
10814,340            -30,159             88,128
10839,269            -30,090             88,113
10864,256            -30,020             88,098
10889,301            -29,949             88,082
10914,403            -29,878             88,066
10939,564            -29,806             88,050
10964,782            -29,734             88,034
10990,058            -29,661             88,018
11015,393            -29,588             88,001
11040,786            -29,514             87,984
11066,238            -29,440             87,966
11091,748            -29,364             87,949
11117,317            -29,289             87,931
11142,945            -29,212             87,912
11168,632            -29,135             87,894
11194,379            -29,058             87,875
11220,185            -28,980             87,856
11246,050            -28,901             87,836
11271,975            -28,821             87,816
11297,959            -28,741             87,796
11324,004            -28,660             87,775
11350,108            -28,578             87,754
11376,273            -28,496             87,733
11402,498            -28,413             87,711
11428,783            -28,329             87,689
11455,129            -28,244             87,666
11481,536            -28,158             87,643
11508,004            -28,072             87,619
11534,533            -27,985             87,595
11561,122            -27,897             87,571
11587,774            -27,808             87,546
11614,486            -27,719             87,520
11641,260            -27,628             87,494
11668,096            -27,537             87,468
11694,994            -27,444             87,441
11721,954            -27,351             87,413
11748,976            -27,257             87,385
11776,060            -27,161             87,356
11803,206            -27,065             87,326
11830,416            -26,968             87,296
11857,687            -26,869             87,265
11885,022            -26,770             87,234
11912,420            -26,669             87,202
11939,881            -26,568             87,169
11967,405            -26,465             87,135
11994,993            -26,361             87,100
12022,644            -26,256             87,065
12050,359            -26,149             87,029
12078,138            -26,042             86,992
12105,981            -25,932             86,954
12133,889            -25,822             86,915
12161,860            -25,710             86,875
12189,896            -25,597             86,834
12217,997            -25,483             86,792
12246,162            -25,367             86,748
12274,392            -25,249             86,704
12302,688            -25,130             86,658
12331,048            -25,009             86,612
12359,474            -24,887             86,564
12387,966            -24,763             86,514
12416,523            -24,637             86,463
12445,146            -24,509             86,411
12473,835            -24,380             86,357
12502,590            -24,248             86,301
12531,412            -24,115             86,244
12560,300            -23,979             86,185
12589,254            -23,842             86,124
12618,275            -23,702             86,061
12647,363            -23,561             85,996
12676,519            -23,416             85,929
12705,741            -23,270             85,859
12735,031            -23,121             85,788
12764,388            -22,969             85,713
12793,813            -22,815             85,636
12823,306            -22,658             85,557
12852,867            -22,499             85,474
12882,496            -22,336             85,388
12912,193            -22,170             85,299
12941,958            -22,002             85,207
12971,793            -21,830             85,111
13001,696            -21,654             85,011
13031,668            -21,475             84,907
13061,709            -21,292             84,798
13091,819            -21,106             84,685
13121,999            -20,915             84,567
13152,248            -20,720             84,443
13182,567            -20,521             84,314
13212,956            -20,318             84,178
13243,415            -20,109             84,036
13273,945            -19,896             83,887
13304,544            -19,677             83,731
13335,214            -19,452             83,566
13365,955            -19,222             83,393
13396,767            -18,986             83,209
13427,650            -18,743             83,016
13458,604            -18,494             82,811
13489,629            -18,237             82,594
13520,726            -17,972             82,364
13551,894            -17,700             82,119
13583,134            -17,419             81,858
13614,447            -17,128             81,580
13645,831            -16,828             81,281
13677,288            -16,518             80,961
13708,818            -16,196             80,617
13740,420            -15,862             80,246
13772,095            -15,516             79,845
13803,843            -15,156             79,410
13835,664            -14,780             78,937
13867,558            -14,389             78,420
13899,526            -13,979             77,853
13931,568            -13,551             77,228
13963,684            -13,101             76,538
13995,873            -12,629             75,770
14028,137            -12,131             74,911
14060,475            -11,606             73,945
14092,888            -11,049             72,851
14125,375            -10,458             71,602
14157,938             -9,830             70,166
14190,575             -9,159             68,498
14223,288             -8,441             66,540
14256,076             -7,672             64,217
14288,940             -6,847             61,426
14321,879             -5,964             58,028
14354,894             -5,022             53,834
14387,986             -4,032             48,593
14421,154             -3,018             41,986
14454,398             -2,035             33,661
14487,719             -1,184             23,360
14521,116             -0,608             11,194
14554,591             -0,447             -2,069
14588,143             -0,747            -15,117
14621,772             -1,425            -26,756
14655,478             -2,330            -36,434
14689,263             -3,331            -44,193
14723,125             -4,342            -50,341
14757,065             -5,319            -55,227
14791,084             -6,243            -59,152
14825,181             -7,108            -62,345
14859,356             -7,915            -64,979
14893,611             -8,668            -67,179
14927,944             -9,371            -69,041
14962,357            -10,028            -70,632
14996,848            -10,645            -72,006
15031,420            -11,224            -73,204
15066,071            -11,771            -74,256
15100,802            -12,288            -75,187
15135,612            -12,777            -76,016
15170,504            -13,242            -76,759
15205,475            -13,685            -77,428
15240,528            -14,108            -78,033
15275,661            -14,511            -78,584
15310,875            -14,898            -79,087
15346,170            -15,268            -79,548
15381,546            -15,624            -79,973
15417,005            -15,967            -80,364
15452,544            -16,297            -80,726
15488,166            -16,615            -81,063
15523,870            -16,922            -81,376
15559,656            -17,219            -81,668
15595,525            -17,506            -81,941
15631,476            -17,785            -82,197
15667,511            -18,055            -82,437
15703,628            -18,317            -82,663
15739,829            -18,571            -82,876
15776,113            -18,819            -83,077
15812,480            -19,060            -83,267
15848,932            -19,294            -83,447
15885,467            -19,522            -83,618
15922,087            -19,745            -83,780
15958,791            -19,962            -83,934
15995,580            -20,174            -84,081
16032,454            -20,381            -84,221
16069,413            -20,583            -84,354
16106,456            -20,781            -84,482
16143,586            -20,975            -84,604
16180,800            -21,164            -84,720
16218,101            -21,349            -84,832
16255,488            -21,531            -84,939
16292,960            -21,709            -85,042
16330,519            -21,883            -85,141
16368,165            -22,054            -85,236
16405,898            -22,222            -85,327
16443,717            -22,387            -85,415
16481,624            -22,548            -85,500
16519,618            -22,707            -85,582
16557,700            -22,863            -85,660
16595,869            -23,016            -85,736
16634,127            -23,167            -85,810
16672,472            -23,315            -85,881
16710,906            -23,461            -85,950
16749,429            -23,605            -86,016
16788,040            -23,746            -86,080
16826,741            -23,885            -86,143
16865,530            -24,021            -86,203
16904,409            -24,156            -86,262
16943,378            -24,289            -86,318
16982,437            -24,420            -86,373
17021,585            -24,549            -86,427
17060,824            -24,676            -86,479
17100,153            -24,801            -86,529
17139,573            -24,925            -86,579
17179,084            -25,047            -86,626
17218,686            -25,167            -86,673
17258,379            -25,285            -86,718
17298,164            -25,403            -86,762
17338,040            -25,518            -86,805
17378,008            -25,632            -86,847
17418,069            -25,745            -86,887
17458,222            -25,856            -86,927
17498,467            -25,966            -86,966
17538,805            -26,075            -87,003
17579,236            -26,182            -87,040
17619,760            -26,288            -87,076
17660,378            -26,393            -87,111
17701,090            -26,497            -87,146
17741,895            -26,599            -87,179
17782,794            -26,701            -87,212
17823,788            -26,801            -87,244
17864,876            -26,900            -87,275
17906,059            -26,998            -87,306
17947,336            -27,095            -87,336
17988,709            -27,191            -87,365
18030,177            -27,286            -87,394
18071,741            -27,380            -87,422
18113,401            -27,473            -87,449
18155,157            -27,565            -87,476
18197,009            -27,656            -87,502
18238,957            -27,746            -87,528
18281,002            -27,836            -87,554
18323,144            -27,924            -87,578
18365,383            -28,012            -87,603
18407,720            -28,099            -87,627
18450,154            -28,185            -87,650
18492,686            -28,270            -87,673
18535,316            -28,355            -87,695
18578,045            -28,438            -87,718
18620,871            -28,521            -87,739
18663,797            -28,603            -87,761
18706,821            -28,685            -87,782
18749,945            -28,766            -87,802
18793,168            -28,846            -87,822
18836,491            -28,925            -87,842
18879,913            -29,004            -87,862
18923,436            -29,082            -87,881
18967,059            -29,159            -87,900
19010,783            -29,236            -87,918
19054,607            -29,312            -87,936
19098,533            -29,388            -87,954
19142,559            -29,463            -87,972
19186,687            -29,537            -87,989
19230,917            -29,611            -88,006
19275,249            -29,684            -88,023
19319,683            -29,756            -88,039
19364,220            -29,829            -88,055
19408,859            -29,900            -88,071
19453,601            -29,971            -88,087
19498,446            -30,041            -88,102
19543,395            -30,111            -88,118
19588,447            -30,181            -88,133
19633,603            -30,250            -88,147
19678,863            -30,318            -88,162
19724,227            -30,386            -88,176
19769,696            -30,453            -88,190
19815,270            -30,520            -88,204
19860,949            -30,587            -88,218
19906,733            -30,653            -88,231
19952,623            -30,718            -88,245
19998,619            -30,784            -88,258
