0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.499946000000000113e-01
8.771840000000000366e-05 2.500000000000000000e+00 8.771840000000000366e-05 -1.416160000000000075e-03
1.754368000000000073e-04 2.500000000000000000e+00 1.754368000000000073e-04 1.263643999999999878e-01
2.631552000000000110e-04 2.500000000000000000e+00 2.631552000000000110e-04 1.896718000000000015e-01
3.508736000000000146e-04 2.500000000000000000e+00 3.508736000000000146e-04 2.193147000000000013e-01
4.385920000000000183e-04 2.500000000000000000e+00 4.385920000000000183e-04 2.346443000000000001e-01
5.263104000000000220e-04 2.500000000000000000e+00 5.263104000000000220e-04 2.436937999999999882e-01
6.140288000000000256e-04 2.500000000000000000e+00 6.140288000000000256e-04 2.462390999999999885e-01
7.017472000000000293e-04 2.500000000000000000e+00 7.017472000000000293e-04 2.487843999999999889e-01
7.894656000000000329e-04 2.500000000000000000e+00 7.894656000000000329e-04 2.495052000000000103e-01
8.771840000000000366e-04 2.500000000000000000e+00 8.771840000000000366e-04 2.497255999999999920e-01
9.649024000000000403e-04 2.500000000000000000e+00 9.649024000000000403e-04 2.499460000000000015e-01
1.052620999999999895e-03 2.500000000000000000e+00 1.052620999999999895e-03 2.500256000000000145e-01
1.140338999999999979e-03 2.500000000000000000e+00 1.140338999999999979e-03 2.500184999999999769e-01
1.228057999999999971e-03 2.500000000000000000e+00 1.228057999999999971e-03 2.500113999999999947e-01
1.315776000000000055e-03 2.500000000000000000e+00 1.315776000000000055e-03 2.500043000000000126e-01
1.403493999999999922e-03 2.500000000000000000e+00 1.403493999999999922e-03 2.499972000000000028e-01
1.491212999999999914e-03 2.500000000000000000e+00 1.491212999999999914e-03 2.499906000000000073e-01
1.578930999999999998e-03 2.500000000000000000e+00 1.578930999999999998e-03 2.499927999999999872e-01
1.666649999999999989e-03 2.500000000000000000e+00 1.666649999999999989e-03 2.499948999999999921e-01
1.754368000000000073e-03 2.500000000000000000e+00 1.754368000000000073e-03 2.499969999999999970e-01
1.842085999999999940e-03 2.500000000000000000e+00 1.842085999999999940e-03 2.499992000000000048e-01
1.929804999999999932e-03 2.500000000000000000e+00 1.929804999999999932e-03 2.500012999999999819e-01
2.017522999999999799e-03 2.500000000000000000e+00 2.017522999999999799e-03 2.500032999999999839e-01
2.105241999999999791e-03 2.500000000000000000e+00 2.105241999999999791e-03 2.500025000000000164e-01
2.192959999999999875e-03 2.500000000000000000e+00 2.192959999999999875e-03 2.500017999999999962e-01
2.280677999999999959e-03 2.500000000000000000e+00 2.280677999999999959e-03 2.500009999999999732e-01
2.368396999999999950e-03 2.500000000000000000e+00 2.368396999999999950e-03 2.500003000000000086e-01
2.456115000000000034e-03 2.500000000000000000e+00 2.456115000000000034e-03 2.499995000000000134e-01
2.543834000000000026e-03 2.500000000000000000e+00 2.543834000000000026e-03 2.499988999999999961e-01
2.631552000000000110e-03 2.500000000000000000e+00 2.631552000000000110e-03 2.499995000000000134e-01
2.719270000000000194e-03 -2.500000000000000000e+00 2.719270000000000194e-03 4.386893999999999690e-03
2.806989000000000185e-03 -2.500000000000000000e+00 2.806989000000000185e-03 -1.223444000000000059e-01
2.894706999999999836e-03 -2.500000000000000000e+00 2.894706999999999836e-03 -1.880440999999999918e-01
2.982425999999999827e-03 -2.500000000000000000e+00 2.982425999999999827e-03 -2.174937999999999871e-01
3.070143999999999911e-03 -2.500000000000000000e+00 3.070143999999999911e-03 -2.357431000000000110e-01
3.157861999999999995e-03 -2.500000000000000000e+00 3.157861999999999995e-03 -2.430151000000000117e-01
3.245580999999999987e-03 -2.500000000000000000e+00 3.245580999999999987e-03 -2.466150000000000009e-01
3.333299000000000071e-03 -2.500000000000000000e+00 3.333299000000000071e-03 -2.482058000000000042e-01
3.421018000000000062e-03 -2.500000000000000000e+00 3.421018000000000062e-03 -2.497966000000000075e-01
3.508736000000000146e-03 -2.500000000000000000e+00 3.508736000000000146e-03 -2.498697000000000001e-01
3.596453999999999797e-03 -2.500000000000000000e+00 3.596453999999999797e-03 -2.499292999999999931e-01
3.684172999999999788e-03 -2.500000000000000000e+00 3.684172999999999788e-03 -2.499889999999999890e-01
3.771890999999999872e-03 -2.500000000000000000e+00 3.771890999999999872e-03 -2.500148999999999844e-01
3.859609999999999864e-03 -2.500000000000000000e+00 3.859609999999999864e-03 -2.500110999999999861e-01
3.947327999999999948e-03 -2.500000000000000000e+00 3.947327999999999948e-03 -2.500072999999999879e-01
4.035045999999999598e-03 -2.500000000000000000e+00 4.035045999999999598e-03 -2.500034999999999896e-01
4.122764999999999590e-03 -2.500000000000000000e+00 4.122764999999999590e-03 -2.499996999999999914e-01
4.210483000000000108e-03 -2.500000000000000000e+00 4.210483000000000108e-03 -2.499958999999999931e-01
4.298202000000000099e-03 -2.500000000000000000e+00 4.298202000000000099e-03 -2.499947999999999892e-01
4.385919999999999749e-03 -2.500000000000000000e+00 4.385919999999999749e-03 -2.499960999999999989e-01
4.473638000000000267e-03 -2.500000000000000000e+00 4.473638000000000267e-03 -2.499975000000000114e-01
4.561357000000000259e-03 -2.500000000000000000e+00 4.561357000000000259e-03 -2.499987999999999932e-01
4.649074999999999909e-03 -2.500000000000000000e+00 4.649074999999999909e-03 -2.500001000000000029e-01
4.736793999999999900e-03 -2.500000000000000000e+00 4.736793999999999900e-03 -2.500013999999999847e-01
4.824512000000000418e-03 -2.500000000000000000e+00 4.824512000000000418e-03 -2.500017999999999962e-01
4.912230000000000069e-03 -2.500000000000000000e+00 4.912230000000000069e-03 -2.500012999999999819e-01
4.999949000000000060e-03 -2.500000000000000000e+00 4.999949000000000060e-03 -2.500008000000000230e-01
5.087666999999999710e-03 -2.500000000000000000e+00 5.087666999999999710e-03 -2.500003000000000086e-01
5.175385999999999702e-03 -2.500000000000000000e+00 5.175385999999999702e-03 -2.499997999999999942e-01
5.263104000000000220e-03 -2.500000000000000000e+00 5.263104000000000220e-03 -2.499994000000000105e-01
5.350821999999999870e-03 2.500000000000000000e+00 5.350821999999999870e-03 -4.445005999999999610e-03
5.438540999999999861e-03 2.500000000000000000e+00 5.438540999999999861e-03 1.223101999999999939e-01
5.526259000000000379e-03 2.500000000000000000e+00 5.526259000000000379e-03 1.880274999999999863e-01
5.613978000000000371e-03 2.500000000000000000e+00 5.613978000000000371e-03 2.174866000000000021e-01
5.701696000000000021e-03 2.500000000000000000e+00 5.701696000000000021e-03 2.357408000000000003e-01
5.789413999999999672e-03 2.500000000000000000e+00 5.789413999999999672e-03 2.430129000000000039e-01
5.877132999999999663e-03 2.500000000000000000e+00 5.877132999999999663e-03 2.466144999999999865e-01
5.964851000000000181e-03 2.500000000000000000e+00 5.964851000000000181e-03 2.482052999999999898e-01
6.052570000000000172e-03 2.500000000000000000e+00 6.052570000000000172e-03 2.497960999999999931e-01
6.140287999999999823e-03 2.500000000000000000e+00 6.140287999999999823e-03 2.498695999999999973e-01
6.228006000000000340e-03 2.500000000000000000e+00 6.228006000000000340e-03 2.499292999999999931e-01
6.315725000000000332e-03 2.500000000000000000e+00 6.315725000000000332e-03 2.499888999999999861e-01
6.403442999999999982e-03 2.500000000000000000e+00 6.403442999999999982e-03 2.500148999999999844e-01
6.491161999999999974e-03 2.500000000000000000e+00 6.491161999999999974e-03 2.500110999999999861e-01
6.578879999999999624e-03 2.500000000000000000e+00 6.578879999999999624e-03 2.500072999999999879e-01
6.666598000000000142e-03 2.500000000000000000e+00 6.666598000000000142e-03 2.500034999999999896e-01
6.754317000000000133e-03 2.500000000000000000e+00 6.754317000000000133e-03 2.499996999999999914e-01
6.842034999999999784e-03 2.500000000000000000e+00 6.842034999999999784e-03 2.499958999999999931e-01
6.929753999999999775e-03 2.500000000000000000e+00 6.929753999999999775e-03 2.499947999999999892e-01
7.017472000000000293e-03 2.500000000000000000e+00 7.017472000000000293e-03 2.499960999999999989e-01
7.105189999999999943e-03 2.500000000000000000e+00 7.105189999999999943e-03 2.499975000000000114e-01
7.192908999999999935e-03 2.500000000000000000e+00 7.192908999999999935e-03 2.499987999999999932e-01
7.280626999999999585e-03 2.500000000000000000e+00 7.280626999999999585e-03 2.500001000000000029e-01
7.368345999999999577e-03 2.500000000000000000e+00 7.368345999999999577e-03 2.500013999999999847e-01
7.456064000000000094e-03 2.500000000000000000e+00 7.456064000000000094e-03 2.500017999999999962e-01
7.543781999999999745e-03 2.500000000000000000e+00 7.543781999999999745e-03 2.500012999999999819e-01
7.631500999999999736e-03 2.500000000000000000e+00 7.631500999999999736e-03 2.500008000000000230e-01
7.719219000000000254e-03 2.500000000000000000e+00 7.719219000000000254e-03 2.500003000000000086e-01
7.806938000000000245e-03 2.500000000000000000e+00 7.806938000000000245e-03 2.499997999999999942e-01
7.894655999999999896e-03 2.500000000000000000e+00 7.894655999999999896e-03 2.499994000000000105e-01
7.982374000000000414e-03 -2.500000000000000000e+00 7.982374000000000414e-03 4.503169999999999916e-03
8.070093000000000405e-03 -2.500000000000000000e+00 8.070093000000000405e-03 -1.222759000000000068e-01
8.157810999999999188e-03 -2.500000000000000000e+00 8.157810999999999188e-03 -1.880108000000000057e-01
8.245529999999999179e-03 -2.500000000000000000e+00 8.245529999999999179e-03 -2.174792999999999865e-01
8.333247999999999697e-03 -2.500000000000000000e+00 8.333247999999999697e-03 -2.357385999999999926e-01
8.420966000000000215e-03 -2.500000000000000000e+00 8.420966000000000215e-03 -2.430105999999999933e-01
8.508685000000000206e-03 -2.500000000000000000e+00 8.508685000000000206e-03 -2.466139999999999999e-01
8.596403000000000724e-03 -2.500000000000000000e+00 8.596403000000000724e-03 -2.482048000000000032e-01
8.684122000000000716e-03 -2.500000000000000000e+00 8.684122000000000716e-03 -2.497956000000000065e-01
8.771839999999999499e-03 -2.500000000000000000e+00 8.771839999999999499e-03 -2.498695999999999973e-01
8.859558000000000016e-03 -2.500000000000000000e+00 8.859558000000000016e-03 -2.499292999999999931e-01
8.947277000000000008e-03 -2.500000000000000000e+00 8.947277000000000008e-03 -2.499888999999999861e-01
9.034995000000000526e-03 -2.500000000000000000e+00 9.034995000000000526e-03 -2.500148999999999844e-01
9.122714000000000517e-03 -2.500000000000000000e+00 9.122714000000000517e-03 -2.500110999999999861e-01
9.210431999999999300e-03 -2.500000000000000000e+00 9.210431999999999300e-03 -2.500072999999999879e-01
9.298149999999999818e-03 -2.500000000000000000e+00 9.298149999999999818e-03 -2.500034999999999896e-01
9.385868999999999809e-03 -2.500000000000000000e+00 9.385868999999999809e-03 -2.499996999999999914e-01
9.473587000000000327e-03 -2.500000000000000000e+00 9.473587000000000327e-03 -2.499958999999999931e-01
9.561306000000000319e-03 -2.500000000000000000e+00 9.561306000000000319e-03 -2.499947999999999892e-01
9.649024000000000836e-03 -2.500000000000000000e+00 9.649024000000000836e-03 -2.499960999999999989e-01
9.736741999999999619e-03 -2.500000000000000000e+00 9.736741999999999619e-03 -2.499975000000000114e-01
9.824460999999999611e-03 -2.500000000000000000e+00 9.824460999999999611e-03 -2.499987999999999932e-01
9.912179000000000129e-03 -2.500000000000000000e+00 9.912179000000000129e-03 -2.500001000000000029e-01
9.999898000000000120e-03 -2.500000000000000000e+00 9.999898000000000120e-03 -2.500013999999999847e-01
1.008762000000000027e-02 -2.500000000000000000e+00 1.008762000000000027e-02 -2.500017999999999962e-01
1.017532999999999979e-02 -2.500000000000000000e+00 1.017532999999999979e-02 -2.500012999999999819e-01
1.026304999999999926e-02 -2.500000000000000000e+00 1.026304999999999926e-02 -2.500008000000000230e-01
1.035077000000000046e-02 -2.500000000000000000e+00 1.035077000000000046e-02 -2.500003000000000086e-01
1.043848999999999992e-02 -2.500000000000000000e+00 1.043848999999999992e-02 -2.499997999999999942e-01
1.052620999999999939e-02 -2.500000000000000000e+00 1.052620999999999939e-02 -2.499994000000000105e-01
1.061393000000000059e-02 2.500000000000000000e+00 1.061393000000000059e-02 -4.561334999999999695e-03
1.070164000000000011e-02 2.500000000000000000e+00 1.070164000000000011e-02 1.222416999999999948e-01
1.078935999999999958e-02 2.500000000000000000e+00 1.078935999999999958e-02 1.879942000000000002e-01
1.087708000000000078e-02 2.500000000000000000e+00 1.087708000000000078e-02 2.174721000000000015e-01
1.096480000000000024e-02 2.500000000000000000e+00 1.096480000000000024e-02 2.357364000000000126e-01
1.105251999999999971e-02 2.500000000000000000e+00 1.105251999999999971e-02 2.430084000000000133e-01
1.114023999999999917e-02 2.500000000000000000e+00 1.114023999999999917e-02 2.466135000000000133e-01
1.122796000000000037e-02 2.500000000000000000e+00 1.122796000000000037e-02 2.482042999999999888e-01
1.131566999999999990e-02 2.500000000000000000e+00 1.131566999999999990e-02 2.497950999999999921e-01
1.140338999999999936e-02 2.500000000000000000e+00 1.140338999999999936e-02 2.498695999999999973e-01
