1.209247899999999936e+04 -1.671099999999999852e+01 7.829200000000000159e+01 1.202766300000000047e+04 -1.654200000000000159e+01 8.143600000000000705e+01
1.218561100000000079e+04 -1.637999999999999901e+01 7.807399999999999807e+01 1.205538899999999921e+04 -1.643900000000000006e+01 8.133400000000000318e+01
1.227948799999999937e+04 -1.600799999999999912e+01 7.826800000000000068e+01 1.208318000000000029e+04 -1.633500000000000085e+01 8.122799999999999443e+01
1.237411100000000079e+04 -1.564300000000000068e+01 7.722799999999999443e+01 1.211103499999999985e+04 -1.623000000000000043e+01 8.112099999999999511e+01
1.246947799999999916e+04 -1.524000000000000021e+01 7.652800000000000580e+01 1.213895299999999952e+04 -1.612300000000000111e+01 8.101000000000000512e+01
1.256559000000000015e+04 -1.484800000000000075e+01 7.605200000000000671e+01 1.216693699999999990e+04 -1.601500000000000057e+01 8.089700000000000557e+01
1.266244800000000032e+04 -1.442900000000000027e+01 7.493899999999999295e+01 1.219498400000000038e+04 -1.590600000000000058e+01 8.078100000000000591e+01
1.275986399999999958e+04 -1.400200000000000067e+01 7.436599999999999966e+01 1.222309699999999975e+04 -1.579599999999999937e+01 8.066200000000000614e+01
1.285821199999999953e+04 -1.353599999999999959e+01 7.352599999999999625e+01 1.225127399999999943e+04 -1.568399999999999928e+01 8.054000000000000625e+01
1.295730500000000029e+04 -1.306000000000000050e+01 7.233299999999999841e+01 1.227951599999999962e+04 -1.557099999999999973e+01 8.041500000000000625e+01
1.305714199999999983e+04 -1.254100000000000037e+01 7.168099999999999739e+01 1.230782300000000032e+04 -1.545700000000000074e+01 8.028700000000000614e+01
1.315772500000000036e+04 -1.201500000000000057e+01 7.039100000000000534e+01 1.233619599999999991e+04 -1.534099999999999930e+01 8.015500000000000114e+01
1.325905299999999988e+04 -1.141799999999999926e+01 6.881399999999999295e+01 1.236463299999999981e+04 -1.522400000000000020e+01 8.001999999999999602e+01
1.336131199999999990e+04 -1.084500000000000064e+01 6.728300000000000125e+01 1.239313700000000063e+04 -1.510500000000000043e+01 7.988100000000000023e+01
1.346412999999999920e+04 -1.022499999999999964e+01 6.568200000000000216e+01 1.242170600000000013e+04 -1.498499999999999943e+01 7.973799999999999955e+01
1.356787999999999920e+04 -9.541999999999999815e+00 6.325200000000000244e+01 1.245034100000000035e+04 -1.486299999999999955e+01 7.959199999999999875e+01
1.367255999999999949e+04 -8.807000000000000384e+00 6.092000000000000171e+01 1.247904199999999946e+04 -1.473900000000000077e+01 7.944100000000000250e+01
1.377779999999999927e+04 -8.037000000000000810e+00 5.821300000000000097e+01 1.250780899999999929e+04 -1.461400000000000077e+01 7.928600000000000136e+01
1.388397099999999955e+04 -7.235000000000000320e+00 5.459799999999999898e+01 1.253664300000000003e+04 -1.448700000000000010e+01 7.912600000000000477e+01
1.399088700000000063e+04 -6.381000000000000227e+00 5.037800000000000011e+01 1.256554299999999967e+04 -1.435800000000000054e+01 7.896200000000000330e+01
1.409873400000000038e+04 -5.530999999999999694e+00 4.500200000000000244e+01 1.259450900000000001e+04 -1.422799999999999976e+01 7.879200000000000159e+01
1.420732599999999911e+04 -4.671000000000000263e+00 3.849799999999999756e+01 1.262354199999999946e+04 -1.409500000000000064e+01 7.861799999999999500e+01
1.431684900000000016e+04 -3.880999999999999783e+00 3.062399999999999878e+01 1.265264300000000003e+04 -1.396100000000000030e+01 7.843800000000000239e+01
1.442711800000000039e+04 -3.181999999999999940e+00 2.128399999999999892e+01 1.268180999999999949e+04 -1.382399999999999984e+01 7.825199999999999534e+01
1.453831799999999930e+04 -2.725999999999999979e+00 1.079299999999999926e+01 1.271104500000000007e+04 -1.368599999999999994e+01 7.806100000000000705e+01
1.465026300000000083e+04 -2.571000000000000174e+00 -6.350000000000000089e-01 1.274034699999999975e+04 -1.354599999999999937e+01 7.786299999999999955e+01
1.476313899999999921e+04 -2.745999999999999996e+00 -1.171000000000000085e+01 1.276971600000000035e+04 -1.340300000000000047e+01 7.765900000000000603e+01
1.487694700000000012e+04 -3.202999999999999847e+00 -2.199899999999999878e+01 1.279915300000000025e+04 -1.325799999999999912e+01 7.744899999999999807e+01
1.499168599999999969e+04 -3.884999999999999787e+00 -3.111199999999999832e+01 1.282865899999999965e+04 -1.311100000000000065e+01 7.723099999999999454e+01
1.510717000000000007e+04 -4.663000000000000256e+00 -3.870400000000000063e+01 1.285823199999999997e+04 -1.296199999999999974e+01 7.700499999999999545e+01
1.522358499999999913e+04 -5.527999999999999581e+00 -4.548799999999999955e+01 1.288787299999999959e+04 -1.281000000000000050e+01 7.677200000000000557e+01
1.534074500000000080e+04 -6.368999999999999773e+00 -5.050300000000000011e+01 1.291758300000000054e+04 -1.265499999999999936e+01 7.653000000000000114e+01
1.545902299999999923e+04 -7.214999999999999858e+00 -5.495400000000000063e+01 1.294736100000000079e+04 -1.249799999999999933e+01 7.627899999999999636e+01
1.557804600000000028e+04 -8.035000000000000142e+00 -5.786699999999999733e+01 1.297720700000000033e+04 -1.233900000000000041e+01 7.601999999999999602e+01
1.569818699999999990e+04 -8.785999999999999588e+00 -6.088600000000000279e+01 1.300712299999999959e+04 -1.217600000000000016e+01 7.575000000000000000e+01
1.581907300000000032e+04 -9.522999999999999687e+00 -6.393500000000000227e+01 1.303710699999999997e+04 -1.201099999999999923e+01 7.547100000000000364e+01
1.594088999999999942e+04 -1.017600000000000016e+01 -6.601600000000000534e+01 1.306716100000000006e+04 -1.184299999999999997e+01 7.518000000000000682e+01
1.606382400000000052e+04 -1.081300000000000061e+01 -6.776200000000000045e+01 1.309728399999999965e+04 -1.167099999999999937e+01 7.487800000000000011e+01
1.618750400000000081e+04 -1.142900000000000027e+01 -6.954200000000000159e+01 1.312747600000000057e+04 -1.149699999999999989e+01 7.456399999999999295e+01
1.631230099999999948e+04 -1.197700000000000031e+01 -7.052299999999999613e+01 1.315773799999999937e+04 -1.131900000000000084e+01 7.423600000000000421e+01
1.643802999999999884e+04 -1.250999999999999979e+01 -7.170600000000000307e+01 1.318806999999999971e+04 -1.113799999999999990e+01 7.389499999999999602e+01
1.656468999999999869e+04 -1.301600000000000001e+01 -7.261599999999999966e+01 1.321847199999999975e+04 -1.095400000000000063e+01 7.354000000000000625e+01
1.669228099999999904e+04 -1.353400000000000070e+01 -7.429399999999999693e+01 1.324894299999999930e+04 -1.076500000000000057e+01 7.316899999999999693e+01
1.682080299999999988e+04 -1.398600000000000065e+01 -7.506799999999999784e+01 1.327948500000000058e+04 -1.057399999999999984e+01 7.278100000000000591e+01
1.695044299999999930e+04 -1.441999999999999993e+01 -7.549099999999999966e+01 1.331009799999999996e+04 -1.037800000000000011e+01 7.237600000000000477e+01
1.708101499999999942e+04 -1.483999999999999986e+01 -7.640300000000000580e+01 1.334078100000000086e+04 -1.017800000000000082e+01 7.195199999999999818e+01
1.721270400000000154e+04 -1.523900000000000077e+01 -7.700900000000000034e+01 1.337153399999999965e+04 -9.974000000000000199e+00 7.150799999999999557e+01
1.734532400000000052e+04 -1.561599999999999966e+01 -7.751300000000000523e+01 1.340235900000000038e+04 -9.766000000000000014e+00 7.104300000000000637e+01
1.747887600000000020e+04 -1.599900000000000055e+01 -7.778700000000000614e+01 1.343325499999999920e+04 -9.553000000000000824e+00 7.055400000000000205e+01
1.761354499999999825e+04 -1.638400000000000034e+01 -7.961799999999999500e+01 1.346422099999999955e+04 -9.336000000000000298e+00 7.004099999999999682e+01
1.774933199999999852e+04 -1.671900000000000119e+01 -7.993999999999999773e+01 1.349526000000000022e+04 -9.114000000000000767e+00 6.950199999999999534e+01
1.788604999999999927e+04 -1.701500000000000057e+01 -7.918500000000000227e+01 1.352636900000000060e+04 -8.887000000000000455e+00 6.893300000000000693e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.355755099999999948e+04 -8.654999999999999361e+00 6.833499999999999375e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.358880400000000009e+04 -8.417999999999999261e+00 6.770199999999999818e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.362012999999999920e+04 -8.175000000000000711e+00 6.703499999999999659e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.365152700000000004e+04 -7.926000000000000156e+00 6.632800000000000296e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.368299699999999939e+04 -7.671999999999999709e+00 6.557899999999999352e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.371454000000000087e+04 -7.410999999999999588e+00 6.478499999999999659e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.374615500000000065e+04 -7.144999999999999574e+00 6.394100000000000250e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.377784300000000076e+04 -6.871999999999999886e+00 6.304299999999999926e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.380960499999999956e+04 -6.592999999999999972e+00 6.208700000000000330e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.384143900000000031e+04 -6.307000000000000384e+00 6.106600000000000250e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.387334699999999975e+04 -6.014000000000000234e+00 5.997500000000000142e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.390532799999999952e+04 -5.714999999999999858e+00 5.880700000000000216e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.393738299999999981e+04 -5.408999999999999808e+00 5.755499999999999972e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.396951200000000063e+04 -5.096000000000000085e+00 5.621000000000000085e+01
0.000000000000000000e+00 -inf 0.000000000000000000e+00 1.400171500000000015e+04 -4.777999999999999581e+00 5.476500000000000057e+01
