1.002305199999999968e+04 -2.023466722945255825e+01 8.448199999999999932e+01
1.004615799999999945e+04 -2.033208886580898422e+01 8.444599999999999795e+01
1.006931699999999910e+04 -2.026067186389803254e+01 8.440999999999999659e+01
1.009252900000000045e+04 -2.020114465857577457e+01 8.437399999999999523e+01
1.011579500000000007e+04 -2.017175935438062595e+01 8.433700000000000330e+01
1.013911399999999958e+04 -1.999035888064207001e+01 8.429900000000000659e+01
1.016248699999999917e+04 -2.003506363491309727e+01 8.426099999999999568e+01
1.018591400000000067e+04 -1.998928652494678104e+01 8.422299999999999898e+01
1.020939500000000044e+04 -1.984118065460733504e+01 8.418399999999999750e+01
1.023293000000000029e+04 -1.994059280684600921e+01 8.414499999999999602e+01
1.025651900000000023e+04 -1.965844940843103572e+01 8.410500000000000398e+01
1.028016300000000047e+04 -1.974042183531255290e+01 8.406499999999999773e+01
1.030386100000000079e+04 -1.970136840268596856e+01 8.402400000000000091e+01
1.032761399999999958e+04 -1.962655332309176970e+01 8.398199999999999932e+01
1.035142200000000048e+04 -1.959249054773723486e+01 8.393999999999999773e+01
1.037528399999999965e+04 -1.950381699531399349e+01 8.389799999999999613e+01
1.039920199999999932e+04 -1.937681217496255925e+01 8.385500000000000398e+01
1.042317400000000089e+04 -1.954427357517405284e+01 8.381100000000000705e+01
1.044720199999999932e+04 -1.936649261088080820e+01 8.376699999999999591e+01
1.047128499999999985e+04 -1.932437204780692852e+01 8.372199999999999420e+01
1.049542400000000089e+04 -1.905421814409559289e+01 8.367600000000000193e+01
1.051961900000000060e+04 -1.911220010308827355e+01 8.362999999999999545e+01
1.054386900000000060e+04 -1.894155231836250053e+01 8.358400000000000318e+01
1.056817499999999927e+04 -1.873712990404506229e+01 8.353600000000000136e+01
1.059253700000000026e+04 -1.894900912783889169e+01 8.348799999999999955e+01
1.061695600000000013e+04 -1.881593710798220442e+01 8.343899999999999295e+01
1.064143000000000029e+04 -1.862071224781283263e+01 8.339000000000000057e+01
1.066596099999999933e+04 -1.889200137731416262e+01 8.334000000000000341e+01
1.069054900000000089e+04 -1.859110320181548559e+01 8.328900000000000148e+01
1.071519299999999930e+04 -1.865361026258090504e+01 8.323699999999999477e+01
1.073989400000000023e+04 -1.865869150823376899e+01 8.318500000000000227e+01
1.076465200000000004e+04 -1.842104927466629860e+01 8.313200000000000500e+01
1.078946700000000055e+04 -1.835948550842164195e+01 8.307800000000000296e+01
1.081434000000000015e+04 -1.821026685512789811e+01 8.302299999999999613e+01
1.083926900000000023e+04 -1.821184811244798851e+01 8.296800000000000352e+01
1.086425599999999940e+04 -1.818131717408621384e+01 8.291100000000000136e+01
1.088930099999999948e+04 -1.827376482740859487e+01 8.285399999999999920e+01
1.091440300000000025e+04 -1.798691301118943642e+01 8.279600000000000648e+01
